date,Active Editors Total
2015/10/26,88157.0
2015/10/27,88432.0
2015/10/28,88796.0
2015/10/29,88911.0
2015/10/30,88949.0
2015/10/31,88959.0
2015/11/01,88851.0
2015/11/02,88996.0
2015/11/03,89649.0
2015/11/04,90156.0
2015/11/05,90346.0
2015/11/06,90613.0
2015/11/07,90857.0
2015/11/08,90817.0
2015/11/09,91076.0
2015/11/10,91615.0
2015/11/11,91991.0
2015/11/12,92064.0
2015/11/13,92060.0
2015/11/14,92054.0
2015/11/15,91746.0
2015/11/16,91549.0
2015/11/17,91784.0
2015/11/18,92193.0
2015/11/19,92227.0
2015/11/20,92216.0
2015/11/21,92335.0
2015/11/22,92329.0
2015/11/23,92351.0
2015/11/24,92716.0
2015/11/25,92956.0
2015/11/26,92980.0
2015/11/27,92713.0
2015/11/28,92467.0
2015/11/29,92243.0
2015/11/30,92296.0
2015/12/01,92663.0
2015/12/02,92943.0
2015/12/03,92763.0
2015/12/04,92618.0
2015/12/05,92340.0
2015/12/06,91883.0
2015/12/07,91644.0
2015/12/08,91782.0
2015/12/09,91857.0
2015/12/10,91791.0
2015/12/11,91620.0
2015/12/12,91498.0
2015/12/13,91198.0
2015/12/14,91187.0
2015/12/15,91610.0
2015/12/16,91772.0
2015/12/17,91750.0
2016/01/18,90431.0
2016/01/19,91141.0
2016/01/20,91777.0
2016/01/21,91935.0
2016/01/22,92340.0
2016/01/23,92649.0
2016/01/24,93152.0
2016/01/25,93925.0
2016/01/26,94776.0
2016/01/27,95317.0
2016/01/28,95731.0
2016/01/29,95893.0
2016/01/30,95939.0
2016/01/31,96325.0
2016/02/01,96894.0
2016/02/02,97350.0
2016/02/03,97587.0
2016/02/04,97674.0
2016/02/05,97804.0
2016/02/06,97750.0
2016/02/07,97450.0
2016/02/08,97290.0
2016/02/09,97639.0
2016/02/10,97673.0
2016/02/11,97488.0
2016/02/12,97447.0
2016/02/13,97132.0
2016/02/14,96738.0
2016/02/15,96347.0
2016/02/16,96323.0
2016/02/17,96485.0
2016/02/18,96354.0
2016/02/19,96240.0
2016/02/20,96154.0
2016/02/21,95878.0
2016/02/22,95743.0
2016/02/23,96042.0
2016/02/24,96322.0
2016/02/25,96133.0
2016/02/26,96181.0
2016/02/27,95947.0
2016/02/28,95691.0
2016/02/29,95595.0
2016/03/01,95748.0
2016/03/02,95724.0
2016/03/03,95550.0
2016/03/04,95305.0
2016/03/05,95127.0
2016/03/06,95084.0
2016/03/07,95008.0
2016/03/08,95282.0
2016/03/09,95599.0
2016/03/10,95646.0
2016/03/11,95621.0
2016/03/12,95598.0
2016/03/13,95324.0
2016/03/14,95415.0
2016/03/15,95737.0
2016/03/16,95776.0
2016/03/17,95834.0
2016/03/18,95678.0
2016/03/19,95409.0
2016/03/20,95101.0
2016/03/21,95101.0
2016/03/22,95540.0
2016/03/23,95597.0
2016/03/24,95371.0
2016/03/25,95354.0
2016/03/26,95165.0
2016/03/27,94753.0
2016/03/28,94567.0
2016/03/29,94904.0
2016/03/30,95279.0
2016/03/31,95293.0
2016/04/01,95263.0
2016/04/02,95172.0
2016/04/03,94944.0
2016/04/04,94772.0
2016/04/05,94741.0
2016/04/06,94958.0
2016/04/07,94899.0
2016/04/08,94707.0
2016/04/09,94551.0
2016/04/10,94383.0
2016/04/11,94242.0
2016/04/12,94510.0
2016/04/13,94693.0
2016/04/14,94672.0
2016/04/15,94611.0
2016/04/16,94398.0
2016/04/17,94231.0
2016/04/18,94270.0
2016/04/19,94593.0
2016/04/20,94693.0
2016/04/21,94561.0
2016/04/22,94394.0
2016/04/23,94279.0
2016/04/24,94025.0
2016/04/25,94039.0
2016/04/26,94431.0
2016/04/27,94880.0
2016/04/28,94888.0
2016/04/29,94652.0
2016/04/30,94426.0
2016/05/01,94084.0
2016/05/02,93929.0
2016/05/03,94260.0
2016/05/04,94527.0
2016/05/05,94429.0
2016/05/06,94179.0
2016/05/07,93966.0
2016/05/08,93647.0
2016/05/09,93467.0
2016/05/10,93677.0
2016/05/11,93637.0
2016/05/12,93580.0
2016/05/13,93580.0
2016/05/14,93455.0
2016/05/15,93178.0
2016/05/16,93232.0
2016/05/17,93557.0
2016/05/18,93856.0
2016/05/19,93916.0
2016/05/20,93926.0
2016/05/21,93704.0
2016/05/22,93337.0
2016/05/23,93312.0
2016/05/24,93741.0
2016/05/25,93810.0
2016/05/26,93604.0
2016/05/27,93447.0
2016/05/28,93105.0
2016/05/29,92650.0
2016/05/30,92598.0
2016/05/31,92737.0
2016/06/01,93010.0
2016/06/02,92840.0
2016/06/03,92736.0
2016/06/04,92407.0
2016/06/05,92041.0
2016/06/06,91929.0
2016/06/07,92210.0
2016/06/08,92430.0
2016/06/09,92378.0
2016/06/10,92346.0
2016/06/11,91993.0
2016/06/12,91568.0
2016/06/13,91503.0
2016/06/14,91762.0
2016/06/15,91945.0
2016/06/16,91830.0
2016/06/17,91451.0
2016/06/18,91254.0
2016/06/19,90728.0
2016/06/20,90647.0
2016/06/21,90873.0
2016/06/22,90922.0
2016/06/23,90651.0
2016/06/24,90419.0
2016/06/25,90067.0
2016/06/26,89622.0
2016/06/27,89472.0
2016/06/28,89533.0
2016/06/29,89607.0
2016/06/30,89617.0
2016/07/01,89376.0
2016/07/02,89154.0
2016/07/03,88734.0
2016/07/04,88681.0
2016/07/05,88877.0
2016/07/06,88864.0
2016/07/07,88709.0
2016/07/08,88485.0
2016/07/09,88181.0
2016/07/10,87854.0
2016/07/11,87671.0
2016/07/12,87988.0
2016/07/13,88096.0
2016/07/14,87907.0
2016/07/15,87631.0
2016/07/16,87267.0
2016/07/17,86962.0
2016/07/18,86683.0
2016/07/19,86805.0
2016/07/20,86831.0
2016/07/21,86773.0
2016/07/22,86570.0
2016/07/23,86420.0
2016/07/24,86048.0
2016/07/25,86007.0
2016/07/26,86329.0
2016/07/27,86512.0
2016/07/28,86524.0
2016/07/29,86490.0
2016/07/30,86215.0
2016/07/31,85761.0
2016/08/01,85431.0
2016/08/02,85751.0
2016/08/03,85946.0
2016/08/04,86047.0
2016/08/05,85929.0
2016/08/06,85685.0
2016/08/07,85385.0
2016/08/08,85194.0
2016/08/09,85452.0
2016/08/10,85692.0
2016/08/11,85776.0
2016/08/12,85619.0
2016/08/13,85651.0
2016/08/14,85410.0
2016/08/15,85274.0
2016/08/16,85539.0
2016/08/17,85837.0
2016/08/18,85942.0
2016/08/19,86028.0
2016/08/20,85860.0
2016/08/21,85732.0
2016/08/22,85657.0
2016/08/23,86066.0
2016/08/24,86394.0
2016/08/25,86409.0
2016/08/26,86412.0
2016/08/27,86347.0
2016/08/28,86032.0
2016/08/29,85987.0
2016/08/30,86547.0
2016/08/31,86864.0
2016/09/01,86993.0
2016/09/02,86950.0
2016/09/03,86816.0
2016/09/04,86621.0
2016/09/05,86615.0
2016/09/06,86977.0
2016/09/07,87264.0
2016/09/08,87350.0
2016/09/09,87321.0
2016/09/10,87209.0
2016/09/11,87064.0
2016/09/12,86954.0
2016/09/13,87433.0
2016/09/14,87794.0
2016/09/15,87828.0
2016/09/16,87794.0
2016/09/17,87602.0
2016/09/18,87220.0
2016/09/19,87305.0
2016/09/20,87530.0
2016/09/21,87613.0
2016/09/22,87562.0
2016/09/23,87434.0
2016/09/24,87305.0
2016/09/25,87007.0
2016/09/26,86877.0
2016/09/27,87257.0
2016/09/28,87597.0
2016/09/29,87669.0
2016/09/30,87651.0
2016/10/01,87640.0
2016/10/02,87400.0
2016/10/03,87308.0
2016/10/04,87734.0
2016/10/05,88076.0
2016/10/06,88014.0
2016/10/07,88053.0
2016/10/08,87943.0
2016/10/09,87741.0
2016/10/10,87623.0
2016/10/11,87872.0
2016/10/12,87987.0
2016/10/13,88030.0
2016/10/14,88010.0
2016/10/15,87997.0
2016/10/16,87798.0
2016/10/17,87794.0
2016/10/18,88107.0
2016/10/19,88173.0
2016/10/20,88099.0
2016/10/21,88105.0
2016/10/22,88208.0
2016/10/23,88071.0
2016/10/24,88072.0
2016/10/25,88354.0
2016/10/26,88677.0
2016/10/27,88640.0
2016/10/28,88655.0
2016/10/29,88360.0
2016/10/30,88053.0
2016/10/31,87803.0
2016/11/01,88021.0
2016/11/02,88279.0
2016/11/03,88451.0
2016/11/04,88621.0
2016/11/05,88618.0
2016/11/06,88447.0
2016/11/07,88532.0
2016/11/08,88923.0
2016/11/09,89073.0
2016/11/10,88898.0
2016/11/11,88822.0
2016/11/12,88662.0
2016/11/13,88416.0
2016/11/14,88383.0
2016/11/15,88697.0
2016/11/16,89018.0
2016/11/17,89227.0
2016/11/18,89478.0
2016/11/19,89535.0
2016/11/20,89376.0
2016/11/21,89340.0
2016/11/22,89640.0
2016/11/23,89841.0
2016/11/24,89901.0
2016/11/25,89720.0
2016/11/26,89400.0
2016/11/27,89161.0
2016/11/28,89257.0
2016/11/29,89856.0
2016/11/30,90279.0
2016/12/01,90676.0
2016/12/02,90912.0
2016/12/03,90914.0
2016/12/04,90552.0
2016/12/05,90519.0
2016/12/06,90990.0
2016/12/07,91193.0
2016/12/08,91152.0
2016/12/09,91431.0
2016/12/10,91620.0
2016/12/11,91555.0
2016/12/12,91693.0
2016/12/13,92022.0
2016/12/14,92253.0
2016/12/15,92260.0
2016/12/16,92255.0
2016/12/17,91916.0
2016/12/18,91420.0
2016/12/19,91166.0
2016/12/20,91392.0
2016/12/21,91362.0
2016/12/22,91195.0
2016/12/23,90983.0
2016/12/24,90703.0
2016/12/25,90275.0
2016/12/26,89993.0
2016/12/27,90027.0
2016/12/28,90023.0
2016/12/29,89794.0
2016/12/30,89529.0
2016/12/31,88970.0
2017/01/01,88317.0
2017/01/02,87702.0
2017/01/03,88170.0
2017/01/04,88326.0
2017/01/05,88314.0
2017/01/06,88407.0
2017/01/07,88367.0
2017/01/08,88076.0
2017/01/09,88063.0
2017/01/10,88490.0
2017/01/11,88704.0
2017/01/12,88747.0
2017/01/13,88793.0
2017/01/14,88765.0
2017/01/15,88618.0
2017/01/16,88716.0
2017/01/17,89297.0
2017/01/18,89607.0
2017/01/19,89697.0
2017/01/20,90079.0
2017/01/21,90284.0
2017/01/22,90265.0
2017/01/23,90537.0
2017/01/24,91333.0
2017/01/25,92298.0
2017/01/26,92892.0
2017/01/27,93084.0
2017/01/28,93362.0
2017/01/29,93502.0
2017/01/30,93745.0
2017/01/31,94623.0
2017/02/01,95409.0
2017/02/02,95671.0
2017/02/03,95776.0
2017/02/04,95659.0
2017/02/05,95422.0
2017/02/06,95458.0
2017/02/07,95770.0
2017/02/08,95933.0
2017/02/09,96039.0
2017/02/10,96151.0
2017/02/11,96121.0
2017/02/12,95808.0
2017/02/13,95739.0
2017/02/14,96131.0
2017/02/15,96304.0
2017/02/16,96257.0
2017/02/17,96368.0
2017/02/18,96291.0
2017/02/19,95999.0
2017/02/20,95959.0
2017/02/21,96395.0
2017/02/22,96683.0
2017/02/23,96639.0
2017/02/24,96657.0
2017/02/25,96573.0
2017/02/26,96531.0
2017/02/27,96679.0
2017/02/28,97100.0
